0.019149957	0.020314498	-0.028737264	0.05897076	0.0004966635	0.013778691	0.022581069	0.08945384	0.054247115	0.018910293	0.11485304	0.010526149	-0.02640201	-0.011177937	-0.084267184	-0.029448166
0.013532349	0.023772769	0.011916399	0.014117216	-0.09629449	-0.0074815103	0.04038909	0.0423149	0.010585591	0.0582002	0.085766	0.028974816	0.0010878991	-0.010788728	-0.1298983	-0.017966911
-0.06253105	0.053716287	0.012987722	0.035697833	-0.04083288	-0.026555799	-0.023619995	0.020112291	0.072848536	-0.014988893	0.049095076	-0.08891364	0.0045234244	-0.03587727	-0.04148651	-0.086500645
-0.042962175	0.046391983	-0.0057073683	0.029355608	-0.038927015	-0.017488064	0.045618605	0.052222386	0.062290817	-0.04669384	0.028977044	0.033287697	-0.021392932	-0.031184874	-0.078768045	0.02205485
-0.021102143	0.023298513	0.00405395	0.027150845	-0.035967797	-0.018194815	0.08615917	0.0337065	0.07237399	0.02540529	0.033394728	0.03256956	-0.031816076	0.005422444	-0.10237746	-0.005006733
-0.037238177	-0.038084235	0.028612116	-0.03506213	-0.03715266	0.015748277	0.05472619	0.010551021	0.033311848	0.067961074	0.0570494	0.024869896	-2.1042553e-05	0.05743517	-0.056951918	0.020264577
-0.063807555	0.0014555085	0.07365777	0.053202577	-0.03615555	0.01377365	0.037833847	0.11221793	0.082924694	0.06279768	0.07373717	0.03187662	0.008949398	-0.05386084	-0.16078267	-0.0011530904
0.015520447	0.053873334	0.018663798	0.020639088	-0.046118286	0.016100418	0.020179255	0.07810514	0.05913138	-0.01887617	0.0515914	0.07845262	0.045881152	0.03118455	-0.0010301135	0.023538709
-0.02151203	0.07156069	0.005773641	0.04977031	-0.0072253086	0.033741742	0.030683387	0.04829094	0.020889508	0.003021311	0.073159985	0.017482672	0.102066964	-0.010618193	-0.068897724	0.011330266
-0.0983902	0.07874709	0.089827776	0.0003984632	-0.022552304	-0.016494468	0.005212573	0.13521102	0.020029832	-0.012781444	0.021781284	0.05462551	0.042997785	-0.059292827	-0.10481249	-0.036580145
0.025976075	-0.0072602443	0.0072888476	-0.028981464	0.0009956877	-0.027221467	0.040274005	0.06092892	0.04982257	0.01206101	0.07275697	-0.0169487	-0.01472515	-0.0652018	-0.10500632	-0.07428616
-0.0066332114	-0.0320512	0.033002943	0.013171852	-0.058302682	0.036448665	-0.015894003	0.1592843	-0.008491078	-0.06930857	0.089512646	-0.018179335	-0.023044161	0.06746688	-0.19796246	0.012080252
0.018503811	0.0255519	0.019192731	0.00803889	0.009704024	-0.046098214	0.060764685	-0.027116818	0.016661568	-0.04159616	0.07910822	0.024828948	-0.064780064	0.0060802028	-0.0069618956	-0.07089843
0.07555529	-0.02750331	-0.05342868	-0.010422949	-0.026881132	-0.14040901	-0.009885013	0.08563462	0.066498585	-0.04822438	0.022339413	0.05992496	0.045811858	-0.05370514	-0.17149292	-0.042558294
-0.07939704	0.013939019	-0.03053504	0.0142222475	0.033141498	0.04435831	-0.03900284	0.07626191	-0.013958061	-0.16788372	0.058266647	-0.022835622	-0.02712503	-0.024230262	-0.078838825	0.015968753
-0.04139835	0.017981153	0.0005679613	0.017413966	-0.075073764	-0.05877318	0.005932959	0.045189537	0.082087845	-0.010747688	0.008239024	-0.003893163	0.06341694	-0.044310115	-0.15322934	0.076727845
-0.004944373	0.07770876	0.06195971	0.034805425	-0.050848868	-0.018087346	0.02091747	0.046149284	0.00523085	-0.022776311	0.03280096	0.048786648	-0.024035266	0.011078852	-0.0070433337	0.050769832
0.03584304	0.035002746	-0.034994967	0.018363731	-0.11302414	-0.041373912	-0.025002422	0.059442323	0.01251823	-0.038709648	0.069994956	0.009973137	-0.051003728	0.017573498	-0.172475	-0.0010140266
0.0058694803	-0.04880127	-0.015850931	-0.029469175	-0.012846696	-0.06292491	0.12439111	0.0064244177	0.052763857	0.009716669	0.066154025	-0.023270443	-0.05513396	-0.031920664	-0.16745628	-0.005922023
0.053631775	0.034292508	-0.009514593	-0.02320205	-0.043297317	0.012458028	-0.098128214	0.076112434	-0.07771642	0.0154525265	0.060652036	-0.05262217	0.04979577	-0.08572127	-0.14105397	0.068756565
-0.026466513	-0.008043118	-0.09757173	-0.01833944	-0.0055371555	0.0015711703	-0.08295182	0.0876762	0.016086856	-0.08944173	0.014937267	-0.01571274	0.054300547	-0.009658401	-0.008012216	0.056760542
0.0149826165	-0.026740002	0.08567728	0.06139697	0.016478688	0.007898864	0.01958744	0.0126901455	0.008912543	8.502317e-05	0.11299199	0.0022594838	0.036383912	-0.030272814	-0.038687702	0.050328147
-0.03686667	0.049159616	0.015798613	-0.09628001	-0.07474141	-0.041591506	0.16109906	0.080348976	-0.08930884	0.07763586	-0.041954283	-0.053444218	-0.06491546	-0.03186333	-0.09256826	-0.046236835
